incident_id;event;timestamp;active;reassignment_count;reopen_count;sys_mod_count;made_sla;caller_id;opened_by;opened_at;sys_created_by;sys_created_at;sys_updated_by;contact_type;location;category;subcategory;u_symptom;cmdb_ci;impact;urgency;priority;assignment_group;assigned_to;knowledge;u_priority_confirmation;notify;problem_id;rfc;vendor;caused_by;closed_code;resolved_by;resolved_at;closed_at
INC0000116;C;6/3/2016 13:00;false;1;0;3;true;Caller 1488;Opened by  180;29/2/2016 09:20;Created by 81;29/2/2016 09:23;Updated by 908;Phone;Location 108;Category 37;Subcategory 135;Symptom 529;?;2 - Medium;2 - Medium;3 - Moderate;Group 47;?;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 106;1/3/2016 12:02;6/3/2016 13:00
INC0000119;N;29/2/2016 09:31;true;0;0;0;true;Caller 3842;Opened by  180;29/2/2016 09:22;Created by 81;29/2/2016 09:31;Updated by 340;Phone;Location 161;Category 9;Subcategory 164;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 89;true;false;Do Not Notify;?;?;?;?;code 9;Resolved by 81;1/3/2016 09:03;6/3/2016 10:00
INC0000119;A;1/3/2016 09:02;true;0;0;1;true;Caller 3842;Opened by  180;29/2/2016 09:22;Created by 81;29/2/2016 09:31;Updated by 332;Phone;Location 161;Category 9;Subcategory 164;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 89;true;false;Do Not Notify;?;?;?;?;code 9;Resolved by 81;1/3/2016 09:03;6/3/2016 10:00
INC0000119;R;1/3/2016 09:03;true;0;0;2;true;Caller 3842;Opened by  180;29/2/2016 09:22;Created by 81;29/2/2016 09:31;Updated by 332;Phone;Location 161;Category 9;Subcategory 164;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 89;true;false;Do Not Notify;?;?;?;?;code 9;Resolved by 81;1/3/2016 09:03;6/3/2016 10:00
INC0000119;C;6/3/2016 10:00;false;0;0;3;true;Caller 3842;Opened by  180;29/2/2016 09:22;Created by 81;29/2/2016 09:31;Updated by 908;Phone;Location 161;Category 9;Subcategory 164;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 89;true;false;Do Not Notify;?;?;?;?;code 9;Resolved by 81;1/3/2016 09:03;6/3/2016 10:00
INC0000121;A;29/2/2016 09:28;true;0;0;0;true;Caller 1932;Opened by  40;29/2/2016 09:25;Created by 20;29/2/2016 09:28;Updated by 88;Phone;Location 93;Category 53;Subcategory 271;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:31;5/3/2016 17:00
INC0000121;R;29/2/2016 16:31;true;0;0;1;true;Caller 1932;Opened by  40;29/2/2016 09:25;Created by 20;29/2/2016 09:28;Updated by 241;Phone;Location 93;Category 53;Subcategory 271;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:31;5/3/2016 17:00
INC0000121;C;5/3/2016 17:00;false;0;0;2;true;Caller 1932;Opened by  40;29/2/2016 09:25;Created by 20;29/2/2016 09:28;Updated by 908;Phone;Location 93;Category 53;Subcategory 271;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:31;5/3/2016 17:00
INC0000122;N;29/2/2016 09:34;true;0;0;0;true;Caller 3113;Opened by  24;29/2/2016 09:27;Created by 13;29/2/2016 09:34;Updated by 60;Phone;Location 44;Category 45;Subcategory 47;Symptom 159;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 139;1/3/2016 16:50;6/3/2016 17:00
INC0000122;N;29/2/2016 11:04;true;1;0;1;true;Caller 3113;Opened by  24;29/2/2016 09:27;Created by 13;29/2/2016 09:34;Updated by 451;Phone;Location 44;Category 45;Subcategory 47;Symptom 159;?;2 - Medium;2 - Medium;3 - Moderate;Group 22;?;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 139;1/3/2016 16:50;6/3/2016 17:00
INC0000122;N;29/2/2016 11:56;true;1;0;2;true;Caller 3113;Opened by  24;29/2/2016 09:27;Created by 13;29/2/2016 09:34;Updated by 798;Phone;Location 44;Category 45;Subcategory 107;Symptom 226;?;2 - Medium;2 - Medium;3 - Moderate;Group 22;?;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 139;1/3/2016 16:50;6/3/2016 17:00
INC0000122;R;1/3/2016 16:50;true;1;0;3;true;Caller 3113;Opened by  24;29/2/2016 09:27;Created by 13;29/2/2016 09:34;Updated by 608;Phone;Location 44;Category 45;Subcategory 107;Symptom 226;?;2 - Medium;2 - Medium;3 - Moderate;Group 22;?;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 139;1/3/2016 16:50;6/3/2016 17:00
INC0000122;C;6/3/2016 17:00;false;1;0;4;true;Caller 3113;Opened by  24;29/2/2016 09:27;Created by 13;29/2/2016 09:34;Updated by 908;Phone;Location 44;Category 45;Subcategory 107;Symptom 226;?;2 - Medium;2 - Medium;3 - Moderate;Group 22;?;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 139;1/3/2016 16:50;6/3/2016 17:00
INC0000123;N;29/2/2016 09:38;true;0;0;0;true;Caller 4428;Opened by  180;29/2/2016 09:29;Created by 81;29/2/2016 09:38;Updated by 340;Phone;Location 108;Category 53;Subcategory 194;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 7;Resolved by 208;2/3/2016 14:56;7/3/2016 15:00
INC0000123;N;29/2/2016 10:08;true;0;0;1;true;Caller 4428;Opened by  180;29/2/2016 09:29;Created by 81;29/2/2016 09:38;Updated by 451;Phone;Location 108;Category 53;Subcategory 194;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 7;Resolved by 208;2/3/2016 14:56;7/3/2016 15:00
INC0000123;R;2/3/2016 14:56;true;0;0;2;true;Caller 4428;Opened by  180;29/2/2016 09:29;Created by 81;29/2/2016 09:38;Updated by 874;Phone;Location 108;Category 53;Subcategory 194;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 7;Resolved by 208;2/3/2016 14:56;7/3/2016 15:00
INC0000123;C;7/3/2016 15:00;false;0;0;3;true;Caller 4428;Opened by  180;29/2/2016 09:29;Created by 81;29/2/2016 09:38;Updated by 908;Phone;Location 108;Category 53;Subcategory 194;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 7;Resolved by 208;2/3/2016 14:56;7/3/2016 15:00
INC0000124;A;29/2/2016 09:39;true;0;0;0;true;Caller 4907;Opened by  40;29/2/2016 09:30;Created by 20;29/2/2016 09:39;Updated by 88;Phone;Location 108;Category 53;Subcategory 271;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 33;Resolver 159;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 143;29/2/2016 11:05;5/3/2016 12:00
INC0000124;A;29/2/2016 11:04;true;0;0;1;true;Caller 4907;Opened by  40;29/2/2016 09:30;Created by 20;29/2/2016 09:39;Updated by 614;Phone;Location 108;Category 53;Subcategory 271;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 33;Resolver 159;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 143;29/2/2016 11:05;5/3/2016 12:00
INC0000124;R;29/2/2016 11:05;true;0;0;2;true;Caller 4907;Opened by  40;29/2/2016 09:30;Created by 20;29/2/2016 09:39;Updated by 614;Phone;Location 108;Category 53;Subcategory 271;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 33;Resolver 159;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 143;29/2/2016 11:05;5/3/2016 12:00
INC0000124;C;5/3/2016 12:00;false;0;0;3;true;Caller 4907;Opened by  40;29/2/2016 09:30;Created by 20;29/2/2016 09:39;Updated by 908;Phone;Location 108;Category 53;Subcategory 271;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 33;Resolver 159;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 143;29/2/2016 11:05;5/3/2016 12:00
INC0000125;N;29/2/2016 09:35;true;0;0;0;true;Caller 154;Opened by  131;29/2/2016 09:31;Created by 62;29/2/2016 09:35;Updated by 265;Phone;Location 108;Category 9;Subcategory 164;Symptom 607;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 170;true;false;Do Not Notify;Problem ID  2;?;?;?;code 11;Resolved by 153;1/3/2016 08:32;6/3/2016 09:00
INC0000125;N;29/2/2016 10:08;true;0;0;1;true;Caller 154;Opened by  131;29/2/2016 09:31;Created by 62;29/2/2016 09:35;Updated by 451;Phone;Location 108;Category 9;Subcategory 164;Symptom 607;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 170;true;false;Do Not Notify;Problem ID  2;?;?;?;code 11;Resolved by 153;1/3/2016 08:32;6/3/2016 09:00
INC0000125;N;1/3/2016 01:28;true;1;0;2;true;Caller 154;Opened by  131;29/2/2016 09:31;Created by 62;29/2/2016 09:35;Updated by 746;Phone;Location 108;Category 9;Subcategory 164;Symptom 607;?;2 - Medium;2 - Medium;3 - Moderate;Group 27;Resolver 170;true;false;Do Not Notify;Problem ID  2;?;?;?;code 11;Resolved by 153;1/3/2016 08:32;6/3/2016 09:00
INC0000125;A;1/3/2016 08:27;true;1;0;3;true;Caller 154;Opened by  131;29/2/2016 09:31;Created by 62;29/2/2016 09:35;Updated by 881;Phone;Location 108;Category 9;Subcategory 164;Symptom 607;?;2 - Medium;2 - Medium;3 - Moderate;Group 27;Resolver 170;true;false;Do Not Notify;Problem ID  2;?;?;?;code 11;Resolved by 153;1/3/2016 08:32;6/3/2016 09:00
INC0000125;A;1/3/2016 08:30;true;1;0;4;true;Caller 154;Opened by  131;29/2/2016 09:31;Created by 62;29/2/2016 09:35;Updated by 881;Phone;Location 108;Category 9;Subcategory 164;Symptom 607;?;2 - Medium;2 - Medium;3 - Moderate;Group 27;Resolver 170;true;false;Do Not Notify;Problem ID  2;?;?;?;code 11;Resolved by 153;1/3/2016 08:32;6/3/2016 09:00
INC0000125;R;1/3/2016 08:32;true;1;0;5;true;Caller 154;Opened by  131;29/2/2016 09:31;Created by 62;29/2/2016 09:35;Updated by 881;Phone;Location 108;Category 9;Subcategory 164;Symptom 607;?;2 - Medium;2 - Medium;3 - Moderate;Group 27;Resolver 170;true;true;Do Not Notify;Problem ID  2;?;?;?;code 11;Resolved by 153;1/3/2016 08:32;6/3/2016 09:00
INC0000125;C;6/3/2016 09:00;false;1;0;6;true;Caller 154;Opened by  131;29/2/2016 09:31;Created by 62;29/2/2016 09:35;Updated by 908;Phone;Location 108;Category 9;Subcategory 164;Symptom 607;?;2 - Medium;2 - Medium;3 - Moderate;Group 27;Resolver 170;true;true;Do Not Notify;Problem ID  2;?;?;?;code 11;Resolved by 153;1/3/2016 08:32;6/3/2016 09:00
INC0000126;N;29/2/2016 09:42;true;0;0;0;true;Caller 3754;Opened by  180;29/2/2016 09:31;Created by 81;29/2/2016 09:42;Updated by 340;Phone;Location 142;Category 53;Subcategory 127;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 7;Resolved by 208;2/3/2016 14:57;7/3/2016 15:00
INC0000126;N;29/2/2016 10:08;true;0;0;1;true;Caller 3754;Opened by  180;29/2/2016 09:31;Created by 81;29/2/2016 09:42;Updated by 451;Phone;Location 142;Category 53;Subcategory 127;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 7;Resolved by 208;2/3/2016 14:57;7/3/2016 15:00
INC0000126;R;2/3/2016 14:57;true;0;0;2;true;Caller 3754;Opened by  180;29/2/2016 09:31;Created by 81;29/2/2016 09:42;Updated by 874;Phone;Location 142;Category 53;Subcategory 127;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 7;Resolved by 208;2/3/2016 14:57;7/3/2016 15:00
INC0000126;C;7/3/2016 15:00;false;0;0;3;true;Caller 3754;Opened by  180;29/2/2016 09:31;Created by 81;29/2/2016 09:42;Updated by 908;Phone;Location 142;Category 53;Subcategory 127;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 7;Resolved by 208;2/3/2016 14:57;7/3/2016 15:00
INC0000128;N;29/2/2016 09:40;true;0;0;0;true;Caller 4539;Opened by  131;29/2/2016 09:36;Created by 62;29/2/2016 09:40;Updated by 265;Phone;Location 36;Category 44;Subcategory 54;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 12;Resolver 99;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 89;11/3/2016 12:15;24/3/2016 18:50
INC0000128;N;29/2/2016 10:02;true;0;0;1;true;Caller 4539;Opened by  131;29/2/2016 09:36;Created by 62;29/2/2016 09:40;Updated by 653;Phone;Location 36;Category 44;Subcategory 54;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 12;Resolver 99;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 89;11/3/2016 12:15;24/3/2016 18:50
INC0000128;N;29/2/2016 10:02;true;1;0;2;true;Caller 4539;Opened by  131;29/2/2016 09:36;Created by 62;29/2/2016 09:40;Updated by 653;Phone;Location 36;Category 44;Subcategory 54;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 99;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 89;11/3/2016 12:15;24/3/2016 18:50
INC0000128;A;29/2/2016 13:40;true;1;0;4;true;Caller 4539;Opened by  131;29/2/2016 09:36;Created by 62;29/2/2016 09:40;Updated by 723;Phone;Location 36;Category 44;Subcategory 54;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 186;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 89;11/3/2016 12:15;24/3/2016 18:50
INC0000128;A;4/3/2016 14:57;true;2;0;6;true;Caller 4539;Opened by  131;29/2/2016 09:36;Created by 62;29/2/2016 09:40;Updated by 750;Phone;Location 36;Category 44;Subcategory 54;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 39;Resolver 99;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 89;11/3/2016 12:15;24/3/2016 18:50
INC0000128;R;11/3/2016 12:15;true;2;0;9;true;Caller 4539;Opened by  131;29/2/2016 09:36;Created by 62;29/2/2016 09:40;Updated by 344;Phone;Location 36;Category 44;Subcategory 54;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 39;Resolver 99;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 89;11/3/2016 12:15;24/3/2016 18:50
INC0000128;C;24/3/2016 18:50;false;2;0;10;false;Caller 4539;Opened by  131;29/2/2016 09:36;Created by 62;29/2/2016 09:40;Updated by 908;Phone;Location 36;Category 44;Subcategory 54;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 39;Resolver 99;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 89;11/3/2016 12:15;24/3/2016 18:50
INC0000129;N;29/2/2016 09:48;true;0;0;0;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 340;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;29/2/2016 12:32;true;0;0;1;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 60;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;3/3/2016 04:24;true;0;0;2;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 727;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;3/3/2016 14:24;true;0;0;3;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 750;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;4/3/2016 11:19;true;0;0;4;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 727;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;4/3/2016 13:48;true;0;0;5;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 727;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;9/3/2016 10:58;true;0;0;7;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 135;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;9/3/2016 11:13;true;1;0;8;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 135;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 29;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;22/3/2016 12:31;true;2;0;13;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 135;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;22/3/2016 13:15;true;2;0;14;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 994;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;W;22/3/2016 13:18;true;2;0;15;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 994;Phone;Location 229;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 253;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;R;22/3/2016 13:30;true;2;0;16;true;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 994;Phone;Location 135;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 253;true;true;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000129;C;27/3/2016 13:59;false;2;0;17;false;Caller 5340;Opened by  180;29/2/2016 09:40;Created by 81;29/2/2016 09:48;Updated by 908;Phone;Location 135;Category 23;Subcategory 75;Symptom 4;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 253;true;true;Do Not Notify;?;?;?;?;code 6;Resolved by 231;22/3/2016 13:30;27/3/2016 13:59
INC0000130;N;29/2/2016 07:27;true;0;0;2;true;Caller 314;Opened by  62;29/2/2016 09:41;Created by 81;29/2/2016 07:17;Updated by 340;Phone;Location 204;Category 61;Subcategory 164;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 72;?;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 180;3/3/2016 10:16;8/3/2016 11:00
INC0000130;N;29/2/2016 09:59;true;1;0;1;true;Caller 314;Opened by  62;29/2/2016 09:41;Created by 81;29/2/2016 07:17;Updated by 133;Phone;Location 204;Category 61;Subcategory 164;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 73;?;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 180;3/3/2016 10:16;8/3/2016 11:00
INC0000130;A;1/3/2016 14:13;true;1;0;2;true;Caller 314;Opened by  62;29/2/2016 09:41;Created by 81;29/2/2016 07:17;Updated by 755;Phone;Location 204;Category 61;Subcategory 164;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 73;Resolver 198;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 180;3/3/2016 10:16;8/3/2016 11:00
INC0000130;A;3/3/2016 10:16;true;1;0;3;true;Caller 314;Opened by  62;29/2/2016 09:41;Created by 81;29/2/2016 07:17;Updated by 533;Phone;Location 204;Category 61;Subcategory 164;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 73;Resolver 198;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 180;3/3/2016 10:16;8/3/2016 11:00
INC0000130;R;3/3/2016 10:16;true;1;0;4;true;Caller 314;Opened by  62;29/2/2016 09:41;Created by 81;29/2/2016 07:17;Updated by 533;Phone;Location 204;Category 61;Subcategory 164;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 73;Resolver 198;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 180;3/3/2016 10:16;8/3/2016 11:00
INC0000130;C;8/3/2016 11:00;false;1;0;5;true;Caller 314;Opened by  62;29/2/2016 09:41;Created by 81;29/2/2016 07:17;Updated by 908;Phone;Location 204;Category 61;Subcategory 164;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 73;Resolver 198;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 180;3/3/2016 10:16;8/3/2016 11:00
INC0000131;A;29/2/2016 07:14;true;0;0;0;true;Caller 3763;Opened by  433;29/2/2016 09:41;Created by 62;29/2/2016 07:14;Updated by 265;Phone;Location 15;Category 45;Subcategory 220;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 66;Resolver 175;true;false;Do Not Notify;?;?;?;?;code 2;Resolved by 184;3/3/2016 09:27;8/3/2016 10:00
INC0000131;W;29/2/2016 09:45;true;0;0;1;true;Caller 3763;Opened by  433;29/2/2016 09:41;Created by 62;29/2/2016 07:14;Updated by 804;Phone;Location 15;Category 45;Subcategory 220;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 66;Resolver 175;true;false;Do Not Notify;?;?;?;?;code 2;Resolved by 184;3/3/2016 09:27;8/3/2016 10:00
INC0000131;R;3/3/2016 09:27;true;0;0;2;true;Caller 3763;Opened by  433;29/2/2016 09:41;Created by 62;29/2/2016 07:14;Updated by 804;Phone;Location 15;Category 45;Subcategory 220;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 66;Resolver 175;true;false;Do Not Notify;?;?;?;?;code 2;Resolved by 184;3/3/2016 09:27;8/3/2016 10:00
INC0000131;C;8/3/2016 10:00;false;0;0;3;true;Caller 3763;Opened by  433;29/2/2016 09:41;Created by 62;29/2/2016 07:14;Updated by 908;Phone;Location 15;Category 45;Subcategory 220;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 66;Resolver 175;true;false;Do Not Notify;?;?;?;?;code 2;Resolved by 184;3/3/2016 09:27;8/3/2016 10:00
INC0000132;N;29/2/2016 09:50;true;0;0;0;true;Caller 3957;Opened by  131;29/2/2016 09:42;Created by 62;29/2/2016 09:50;Updated by 265;Phone;Location 204;Category 9;Subcategory 164;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 135;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 121;3/3/2016 15:18;8/3/2016 16:00
INC0000132;N;29/2/2016 11:54;true;1;0;1;true;Caller 3957;Opened by  131;29/2/2016 09:42;Created by 62;29/2/2016 09:50;Updated by 750;Phone;Location 204;Category 9;Subcategory 164;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 135;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 121;3/3/2016 15:18;8/3/2016 16:00
INC0000132;N;2/3/2016 13:23;true;2;0;2;true;Caller 3957;Opened by  131;29/2/2016 09:42;Created by 62;29/2/2016 09:50;Updated by 213;Phone;Location 204;Category 9;Subcategory 164;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;Resolver 135;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 121;3/3/2016 15:18;8/3/2016 16:00
INC0000132;A;2/3/2016 16:36;true;2;0;3;true;Caller 3957;Opened by  131;29/2/2016 09:42;Created by 62;29/2/2016 09:50;Updated by 241;Phone;Location 204;Category 9;Subcategory 164;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;Resolver 135;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 121;3/3/2016 15:18;8/3/2016 16:00
INC0000132;R;3/3/2016 15:18;true;2;0;4;true;Caller 3957;Opened by  131;29/2/2016 09:42;Created by 62;29/2/2016 09:50;Updated by 507;Phone;Location 204;Category 9;Subcategory 164;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;Resolver 135;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 121;3/3/2016 15:18;8/3/2016 16:00
INC0000132;C;8/3/2016 16:00;false;2;0;5;true;Caller 3957;Opened by  131;29/2/2016 09:42;Created by 62;29/2/2016 09:50;Updated by 908;Phone;Location 204;Category 9;Subcategory 164;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;Resolver 135;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 121;3/3/2016 15:18;8/3/2016 16:00
INC0000134;N;29/2/2016 07:55;true;0;0;2;true;Caller 2471;Opened by  501;29/2/2016 09:44;Created by 62;29/2/2016 07:46;Updated by 265;Phone;Location 204;Category 62;Subcategory 192;Symptom 580;?;3 - Low;3 - Low;4 - Low;Group 72;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 8;Resolved by 180;3/3/2016 08:21;8/3/2016 09:00
INC0000134;N;29/2/2016 09:52;true;1;0;1;true;Caller 2471;Opened by  501;29/2/2016 09:44;Created by 62;29/2/2016 07:46;Updated by 750;Phone;Location 204;Category 62;Subcategory 192;Symptom 580;?;3 - Low;3 - Low;4 - Low;Group 73;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 8;Resolved by 180;3/3/2016 08:21;8/3/2016 09:00
