incident_id,alignment,numEvent
INC0005814,[L]N;[S]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]W;[L]W;[S]R;[S]C;,21
INC0005815,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0005816,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0005818,[S]N;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,7
INC0005819,[S]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]A;[S]R;[S]C;,12
INC0005821,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0005830,[L]N;[S]N;[S]A;[S]A;[S]W;[S]R;[S]C;,7
INC0005831,[M]N;[M]A;[L]W;[L]W;[S]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,11
INC0005833,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0005834,[M]N;[M]A;[S]W;[S]R;[S]C;,3
INC0005835,[S]N;[L]N;[L]A;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,9
INC0005836,[M]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,6
INC0005837,[L]N;[S]N;[S]A;[S]A;[S]W;[S]R;[S]C;,7
INC0005842,[S]N;[L]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,8
INC0005843,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0005845,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0005848,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0005849,[S]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,7
INC0005851,[S]N;[M]A;[L]W;[L]W;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,9
INC0005853,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0005854,[M]N;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,11
INC0005855,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0005856,[M]N;[S]A;[S]A;[S]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,9
INC0005860,[S]N;[S]A;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,8
INC0005861,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0005863,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0005864,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0005867,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0005873,[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[L]W;[S]W;[S]R;[S]C;,10
INC0005874,[L]N;[S]N;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,8
INC0005875,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0005876,[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]A;[S]R;[S]C;,9
INC0005878,[L]N;[S]N;[M]A;[L]W;[L]W;[S]W;[L]W;[L]W;[S]R;[S]C;,9
INC0005879,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0005880,[S]N;[L]N;[L]A;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,9
INC0005882,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0005883,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0005884,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0005886,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0005891,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0005894,[S]N;[S]A;[L]W;[S]W;[S]R;[S]C;,6
INC0005895,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0005897,[M]N;[S]A;[S]W;[L]W;[L]W;[S]R;[S]C;,6
INC0005898,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0005899,[L]N;[S]N;[S]A;[S]W;[S]R;[S]C;,6
INC0005900,[M]N;[S]A;[S]W;[S]R;[S]C;,4
INC0005901,[S]N;[L]N;[L]A;[S]A;[S]A;[S]W;[L]W;[S]R;[S]C;,9
INC0005902,[S]N;[S]A;[S]A;[L]W;[L]W;[L]W;[S]W;[L]A;[S]R;[S]C;,10
INC0005903,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0005905,[M]N;[L]A;[S]A;[S]A;[S]R;[S]C;,5
INC0005906,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0005907,[M]N;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]A;[S]R;[S]C;,9
INC0005908,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0005910,[S]N;[L]A;[L]W;[L]W;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]W;[S]R;[S]C;,15
INC0005911,[S]N;[L]A;[S]A;[S]A;[L]A;[L]A;[L]W;[L]W;[S]W;[S]R;[S]C;,11
INC0005915,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]A;[S]R;[S]C;,8
INC0005916,[S]N;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,9
INC0005917,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0005918,[L]N;[L]N;[S]N;[L]W;[L]W;[S]A;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,12
INC0005922,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0005923,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,12
INC0005925,[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[S]A;[S]R;[S]C;,9
INC0005926,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0005927,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[S]A;[L]A;[L]R;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]R;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,46
INC0005928,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0005929,[L]N;[S]N;[L]N;[L]N;[S]A;[L]W;[L]W;[S]W;[S]R;[S]C;,10
INC0005930,[M]N;[L]A;[S]A;[S]A;[S]R;[S]C;,5
INC0005931,[S]N;[M]A;[S]W;[S]R;[S]C;,4
INC0005933,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0005935,[L]N;[S]N;[L]N;[L]N;[L]N;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,15
INC0005936,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0005938,[S]N;[L]N;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,10
INC0005939,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0005943,[S]N;[L]N;[L]W;[L]A;[S]A;[L]A;[S]A;[L]A;[L]A;[S]W;[S]R;[S]C;,12
INC0005944,[S]N;[L]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[S]R;[S]C;,8
INC0005945,[S]N;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]A;[S]R;[S]C;,10
INC0005946,[S]N;[M]A;[S]W;[S]R;[S]C;,4
INC0005948,[L]N;[L]N;[S]N;[M]A;[L]W;[L]W;[S]W;[S]R;[S]C;,8
INC0005949,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0005951,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0005952,[M]N;[L]A;[S]A;[L]A;[L]A;[S]A;[S]R;[L]R;[S]C;,8
INC0005953,[L]N;[S]N;[M]A;[S]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,10
INC0005954,[M]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,6
INC0005955,[M]N;[S]A;[S]W;[L]W;[S]R;[S]C;,5
INC0005958,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0005959,[L]N;[S]N;[S]A;[S]A;[S]W;[S]R;[S]C;,7
INC0005965,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0005970,[S]N;[L]N;[L]N;[L]N;[L]A;[S]A;[S]A;[S]W;[S]R;[S]C;,10
INC0005972,[S]N;[S]A;[L]A;[L]A;[S]A;[S]W;[L]W;[S]R;[S]C;,9
INC0005976,[L]N;[S]N;[L]N;[L]N;[M]A;[S]W;[L]W;[S]R;[S]C;,8
INC0005977,[S]N;[L]N;[L]A;[L]A;[S]A;[S]A;[S]W;[L]W;[L]W;[L]W;[S]R;[S]C;,12
INC0005979,[L]N;[S]N;[L]N;[L]N;[S]A;[L]W;[L]W;[S]W;[S]R;[S]C;,10
INC0005985,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0005986,[M]N;[L]A;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,7
INC0005987,[S]N;[L]N;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,14
INC0005988,[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]A;[S]W;[S]R;[S]C;,10
INC0005990,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0005993,[L]N;[L]N;[S]N;[S]A;[L]W;[S]W;[S]R;[S]C;,8
INC0005994,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[M]A;[M]W;[S]R;[S]C;,9
INC0005998,[S]N;[S]A;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[S]W;[L]W;[S]R;[S]C;,12
INC0005999,[L]N;[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,7
INC0006001,[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]A;[S]R;[S]C;,9
INC0006003,[L]N;[L]N;[S]N;[M]A;[S]W;[S]R;[S]C;,6
INC0006011,[L]N;[S]N;[S]A;[S]A;[S]W;[L]A;[L]A;[S]R;[S]C;,9
INC0006013,[M]N;[L]W;[L]W;[L]W;[L]W;[S]A;[S]A;[S]R;[S]C;,8
INC0006014,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006017,[L]N;[S]N;[S]A;[S]A;[S]W;[L]A;[L]A;[S]R;[S]C;,9
INC0006022,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0006023,[L]N;[L]N;[L]N;[L]N;[S]N;[L]A;[S]A;[S]A;[S]R;[S]C;,10
INC0006025,[S]N;[L]A;[L]A;[L]A;[S]A;[S]A;[L]W;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,13
INC0006028,[S]N;[L]N;[L]N;[S]A;[S]A;[S]W;[L]A;[L]A;[S]R;[S]C;,10
INC0006030,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0006032,[S]N;[L]N;[L]A;[S]A;[S]A;[S]W;[L]W;[L]A;[L]A;[L]A;[S]R;[S]C;,12
INC0006033,[S]N;[L]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[S]R;[S]C;,8
INC0006035,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0006038,[M]N;[L]A;[S]A;[L]A;[S]A;[L]A;[L]A;[S]W;[S]R;[S]C;,9
INC0006039,[S]N;[S]A;[L]W;[L]W;[L]W;[S]A;[L]A;[S]R;[S]C;,9
INC0006043,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0006045,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0006048,[M]N;[S]A;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]W;[S]W;[L]A;[L]A;[L]W;[S]R;[S]C;,16
INC0006049,[M]N;[S]A;[S]A;[S]W;[L]A;[S]R;[S]C;,6
INC0006050,[S]N;[L]N;[L]N;[L]N;[M]A;[L]N;[S]W;[S]R;[S]C;,8
INC0006051,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0006054,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0006056,[M]N;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,10
INC0006057,[L]N;[S]N;[L]N;[L]N;[S]A;[S]A;[S]R;[S]C;,8
INC0006059,[M]N;[S]A;[S]W;[S]R;[S]C;,4
INC0006063,[L]N;[S]N;[L]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]W;[L]W;[S]R;[S]C;,21
INC0006064,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]W;[S]W;[S]R;[S]C;,10
INC0006065,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0006066,[M]N;[L]A;[S]A;[S]A;[S]R;[S]C;,5
INC0006067,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0006072,[L]N;[L]N;[S]N;[L]A;[L]A;[S]A;[S]A;[S]W;[L]W;[S]R;[S]C;,11
INC0006073,[S]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,7
INC0006074,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006075,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0006076,[L]N;[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,7
INC0006077,[M]N;[S]A;[S]W;[S]R;[S]C;,4
INC0006078,[L]N;[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,7
INC0006079,[M]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,6
INC0006080,[S]N;[M]A;[S]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,11
INC0006082,[S]N;[L]N;[L]N;[L]N;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]A;[L]A;[S]A;[L]R;[S]R;[S]C;,17
INC0006084,[L]N;[S]N;[M]A;[L]W;[L]W;[S]W;[S]R;[S]C;,7
INC0006085,[L]W;[M]N;[L]W;[M]A;[L]W;[S]W;[S]R;[S]C;,6
INC0006092,[S]N;[L]N;[S]A;[L]W;[L]W;[L]W;[L]W;[S]A;[L]A;[S]R;[S]C;,11
INC0006093,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0006094,[S]N;[L]N;[L]A;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,9
INC0006095,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0006096,[M]N;[M]A;[S]W;[S]R;[S]C;,3
INC0006099,[S]N;[L]N;[L]A;[L]R;[L]C;[L]A;[S]A;[S]A;[S]W;[S]R;[S]C;,11
INC0006100,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0006101,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006102,[S]N;[L]N;[L]A;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,9
INC0006103,[L]N;[S]N;[L]A;[S]A;[S]A;[S]R;[S]C;,7
INC0006104,[L]N;[L]N;[L]N;[S]N;[L]A;[S]A;[S]A;[S]W;[L]W;[S]R;[S]C;,11
INC0006107,[L]W;[M]N;[L]W;[M]A;[L]W;[S]W;[S]R;[S]C;,6
INC0006108,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0006109,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006111,[S]N;[L]N;[L]N;[L]N;[L]W;[S]A;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,12
INC0006114,[L]N;[L]N;[S]N;[L]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,10
INC0006116,[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]A;[S]R;[S]C;,9
INC0006117,[M]N;[S]A;[S]W;[S]R;[S]C;,4
INC0006121,[M]N;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]A;[S]R;[L]R;[S]C;,10
INC0006122,[S]N;[S]A;[S]A;[S]W;[L]A;[S]R;[S]C;,7
INC0006124,[L]N;[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[M]A;[M]W;[S]R;[S]C;,10
INC0006125,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[M]A;[M]W;[S]R;[S]C;,9
INC0006126,[L]N;[L]N;[S]N;[M]A;[S]W;[S]R;[S]C;,6
INC0006127,[S]N;[L]N;[L]N;[L]N;[M]A;[S]W;[L]A;[S]R;[S]C;,8
INC0006128,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006129,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0006130,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0006132,[S]N;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,9
INC0006133,[S]N;[S]A;[S]A;[S]W;[L]A;[L]A;[S]R;[S]C;,8
INC0006134,[M]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,12
INC0006136,[S]N;[L]N;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,10
INC0006138,[L]N;[S]N;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,8
INC0006139,[S]N;[S]A;[S]W;[S]R;[S]C;,5
INC0006140,[L]N;[S]N;[L]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,9
INC0006141,[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,5
INC0006142,[L]N;[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,6
INC0006144,[L]N;[L]N;[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,7
INC0006145,[S]N;[L]N;[L]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]W;[S]R;[S]C;,14
INC0006148,[S]N;[L]N;[L]A;[S]A;[S]A;[S]W;[L]W;[S]R;[S]C;,9
INC0006150,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006152,[L]N;[S]N;[S]A;[L]A;[L]A;[S]A;[L]A;[L]A;[S]W;[S]R;[S]C;,11
INC0006153,[S]N;[M]A;[L]W;[L]W;[S]W;[L]W;[S]R;[S]C;,7
INC0006154,[S]N;[L]N;[L]N;[L]N;[L]N;[L]A;[L]A;[S]A;[L]A;[L]A;[S]A;[L]A;[S]R;[L]R;[S]C;,15
INC0006155,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006160,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0006163,[S]N;[L]N;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,8
INC0006164,[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[S]A;[S]R;[S]C;,9
INC0006165,[S]N;[L]N;[L]N;[L]A;[S]A;[S]A;[S]W;[L]A;[L]A;[S]R;[S]C;,11
INC0006166,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006167,[S]N;[L]N;[S]A;[S]A;[L]W;[L]W;[S]W;[S]R;[S]C;,9
INC0006170,[S]N;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,9
INC0006171,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006172,[L]N;[S]N;[L]N;[L]N;[L]A;[S]A;[S]A;[L]A;[L]A;[L]A;[S]W;[L]W;[S]R;[S]C;,14
INC0006174,[L]N;[S]N;[S]A;[S]W;[S]R;[S]C;,6
INC0006175,[L]N;[S]N;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,8
INC0006176,[M]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,6
INC0006178,[M]N;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,11
INC0006180,[S]N;[L]N;[L]N;[L]A;[L]A;[L]A;[S]A;[S]A;[L]A;[S]R;[S]C;,11
INC0006182,[L]N;[S]N;[L]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,9
INC0006183,[L]N;[S]N;[L]A;[S]A;[S]A;[S]R;[S]C;,7
INC0006186,[S]N;[L]N;[L]A;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,9
INC0006187,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0006188,[L]N;[S]N;[L]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,13
INC0006191,[S]N;[L]N;[L]A;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,9
INC0006193,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0006194,[L]N;[L]N;[S]N;[M]A;[S]W;[L]W;[L]W;[L]W;[S]R;[S]C;,9
INC0006195,[S]N;[L]N;[M]A;[L]N;[S]A;[S]R;[S]C;,6
INC0006196,[S]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]A;[S]R;[S]C;,12
INC0006197,[L]N;[L]N;[S]N;[M]A;[S]W;[S]R;[S]C;,6
INC0006198,[S]N;[S]A;[S]W;[S]R;[S]C;,5
INC0006199,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,11
INC0006200,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0006202,[S]N;[L]N;[L]N;[L]W;[L]W;[L]W;[L]W;[S]A;[S]A;[S]R;[S]C;,11
INC0006203,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0006204,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006205,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006206,[M]N;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]A;[S]R;[S]C;,10
INC0006210,[S]N;[L]N;[L]W;[L]A;[L]A;[S]A;[L]A;[S]A;[L]W;[S]W;[S]R;[S]C;,12
INC0006215,[S]N;[S]A;[L]W;[S]A;[S]R;[S]C;,6
INC0006216,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0006217,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006220,[S]N;[S]A;[S]A;[S]W;[L]A;[S]R;[S]C;,7
INC0006221,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006223,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0006224,[S]N;[L]A;[L]W;[L]W;[L]A;[L]A;[L]A;[S]A;[S]A;[S]W;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,17
INC0006225,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0006226,[S]N;[L]N;[L]N;[L]N;[M]A;[S]A;[S]R;[S]C;,7
INC0006228,[L]N;[S]N;[L]N;[L]A;[S]A;[S]A;[S]R;[S]C;,8
INC0006229,[M]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,6
INC0006230,[S]N;[L]N;[L]N;[L]A;[L]W;[L]A;[L]A;[S]A;[S]A;[L]W;[L]W;[S]W;[L]A;[S]R;[S]C;,15
INC0006233,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006235,[L]N;[S]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,11
INC0006238,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0006239,[M]N;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]A;[S]R;[S]C;,10
INC0006244,[S]N;[L]N;[L]N;[L]N;[M]A;[S]A;[S]R;[S]C;,7
INC0006245,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006246,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0006248,[L]N;[S]N;[S]A;[L]A;[S]A;[L]W;[S]W;[L]W;[L]W;[L]W;[S]R;[S]C;,12
INC0006249,[L]N;[L]N;[L]N;[S]N;[L]A;[S]A;[S]A;[S]W;[L]W;[S]R;[S]C;,11
INC0006252,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006253,[L]N;[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[S]A;[S]R;[S]C;,9
INC0006255,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0006257,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0006259,[M]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,6
INC0006261,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006265,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0006266,[L]N;[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,7
INC0006268,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006269,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0006270,[S]N;[L]N;[M]A;[L]N;[L]N;[S]W;[S]R;[S]C;,7
INC0006273,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0006275,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0006278,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0006279,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0006280,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0006281,[L]N;[S]N;[L]N;[L]A;[S]A;[S]A;[S]R;[S]C;,8
INC0006282,[L]N;[L]N;[L]N;[L]N;[S]N;[L]A;[S]A;[S]A;[S]R;[S]C;,10
INC0006283,[L]N;[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,7
INC0006284,[L]N;[S]N;[L]N;[L]N;[L]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,11
INC0006285,[S]N;[L]N;[L]N;[L]N;[L]W;[L]W;[M]A;[L]W;[S]W;[S]R;[S]C;,10
INC0006286,[M]N;[S]A;[S]A;[L]W;[S]W;[L]W;[S]R;[S]C;,7
INC0006287,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006288,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0006291,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0006294,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0006295,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0006300,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0006301,[M]N;[L]A;[S]A;[S]A;[S]R;[S]C;,5
INC0006303,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0006305,[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]A;[L]R;[S]R;[S]C;,10
INC0006309,[L]N;[S]N;[M]A;[L]W;[L]W;[S]W;[L]W;[L]W;[S]R;[S]C;,9
INC0006317,[S]N;[L]N;[M]A;[L]N;[S]A;[S]R;[S]C;,6
INC0006320,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0006322,[M]N;[M]A;[S]W;[L]W;[S]R;[S]C;,4
INC0006325,[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]A;[S]R;[L]R;[L]C;[S]C;,11
INC0006327,[L]N;[S]N;[M]A;[S]W;[S]R;[S]C;,5
INC0006328,[S]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]A;[S]R;[S]C;,12
