incident_id,impact,urgency,priority,category,openTs,closeTs,reassignment,reopen,updates
INC0001214,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 11:37,1/5/2016 12:07,0,0,21
INC0001215,2 - Medium,2 - Medium,3 - Moderate,Category 44,2/3/2016 11:37,24/3/2016 18:40,0,0,6
INC0001217,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 11:39,24/3/2016 18:40,1,0,9
INC0001218,3 - Low,3 - Low,4 - Low,Category 61,2/3/2016 11:40,24/3/2016 18:40,2,0,7
INC0001219,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 11:40,24/3/2016 18:50,1,0,14
INC0001220,1 - High,2 - Medium,2 - High,Category 45,2/3/2016 11:41,7/3/2016 15:00,1,0,6
INC0001221,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 11:42,29/3/2016 08:59,0,0,6
INC0001222,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 11:43,8/3/2016 09:00,0,0,5
INC0001225,2 - Medium,2 - Medium,3 - Moderate,Category 37,2/3/2016 11:45,9/3/2016 13:00,0,0,4
INC0001226,2 - Medium,2 - Medium,3 - Moderate,Category 51,2/3/2016 11:46,8/3/2016 13:00,0,0,4
INC0001227,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 11:47,24/3/2016 18:40,2,0,11
INC0001228,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 11:47,8/3/2016 15:00,0,0,2
INC0001229,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 11:47,24/3/2016 18:59,0,0,11
INC0001230,2 - Medium,2 - Medium,3 - Moderate,Category 61,2/3/2016 11:48,28/3/2016 10:59,2,0,6
INC0001231,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 11:48,24/3/2016 18:50,0,0,4
INC0001233,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 11:50,24/3/2016 18:50,3,0,8
INC0001234,2 - Medium,1 - High,2 - High,Category 55,2/3/2016 11:51,8/3/2016 13:00,0,0,13
INC0001235,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 11:53,24/3/2016 18:40,8,0,14
INC0001236,2 - Medium,2 - Medium,3 - Moderate,Category 51,2/3/2016 11:54,7/3/2016 14:00,0,0,3
INC0001237,2 - Medium,2 - Medium,3 - Moderate,Category 46,2/3/2016 11:54,29/3/2016 11:59,0,0,20
INC0001238,3 - Low,3 - Low,4 - Low,Category 24,2/3/2016 11:56,24/3/2016 18:40,0,0,5
INC0001239,2 - Medium,2 - Medium,3 - Moderate,Category 46,2/3/2016 11:58,28/3/2016 16:59,0,0,12
INC0001241,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 11:59,7/3/2016 13:00,0,0,2
INC0001242,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:01,24/3/2016 18:40,0,0,11
INC0001244,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:05,2/5/2016 10:07,0,0,20
INC0001245,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 12:07,24/3/2016 18:59,0,0,6
INC0001247,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 12:08,8/3/2016 12:00,0,0,2
INC0001248,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:08,27/3/2016 15:59,0,0,11
INC0001249,2 - Medium,1 - High,2 - High,Category 26,2/3/2016 12:09,24/3/2016 18:50,0,0,7
INC0001251,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:13,8/3/2016 15:00,0,0,6
INC0001252,2 - Medium,2 - Medium,3 - Moderate,Category 35,2/3/2016 12:15,23/5/2016 11:07,4,0,6
INC0001253,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 12:15,7/3/2016 15:00,0,0,4
INC0001254,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 12:17,27/3/2016 05:59,0,0,16
INC0001257,2 - Medium,2 - Medium,3 - Moderate,Category 46,2/3/2016 12:19,23/4/2016 14:10,0,0,24
INC0001258,2 - Medium,2 - Medium,3 - Moderate,Category 37,2/3/2016 12:21,24/3/2016 18:59,5,0,14
INC0001259,2 - Medium,2 - Medium,3 - Moderate,Category 34,2/3/2016 12:21,6/6/2016 10:07,9,0,44
INC0001261,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 12:23,24/3/2016 18:59,0,0,9
INC0001262,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 12:23,24/3/2016 18:40,2,0,8
INC0001263,2 - Medium,2 - Medium,3 - Moderate,Category 44,2/3/2016 12:24,24/3/2016 18:59,0,0,13
INC0001264,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:25,8/3/2016 05:00,2,0,7
INC0001265,3 - Low,3 - Low,4 - Low,Category 45,2/3/2016 12:27,9/3/2016 10:00,2,0,5
INC0001266,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:28,8/3/2016 16:00,1,0,5
INC0001267,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 12:28,24/3/2016 18:59,0,0,10
INC0001268,2 - Medium,2 - Medium,3 - Moderate,Category 46,2/3/2016 12:28,19/7/2016 14:07,2,0,60
INC0001269,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 12:31,7/3/2016 13:00,0,0,2
INC0001270,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:33,24/3/2016 18:59,0,0,23
INC0001271,2 - Medium,2 - Medium,3 - Moderate,Category 13,2/3/2016 12:33,27/3/2016 05:59,4,0,15
INC0001274,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 12:37,24/3/2016 18:40,1,0,6
INC0001275,2 - Medium,2 - Medium,3 - Moderate,Category 23,2/3/2016 12:37,7/3/2016 14:00,0,0,1
INC0001277,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:38,24/3/2016 18:50,0,0,8
INC0001278,2 - Medium,2 - Medium,3 - Moderate,Category 61,2/3/2016 12:40,24/3/2016 18:50,2,0,7
INC0001279,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:42,29/3/2016 11:59,0,0,17
INC0001280,2 - Medium,1 - High,2 - High,Category 26,2/3/2016 12:45,24/3/2016 18:40,1,0,8
INC0001281,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:47,9/3/2016 10:00,0,0,6
INC0001282,2 - Medium,2 - Medium,3 - Moderate,Category 9,2/3/2016 12:52,27/3/2016 08:59,2,0,13
INC0001283,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:53,7/3/2016 15:00,0,0,5
INC0001285,2 - Medium,2 - Medium,3 - Moderate,Category 20,2/3/2016 12:55,9/3/2016 17:00,6,0,9
INC0001287,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 12:58,16/8/2016 12:00,0,0,59
INC0001288,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 12:59,8/3/2016 16:00,3,0,7
INC0001289,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 13:00,7/3/2016 14:00,0,0,4
INC0001290,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:03,7/3/2016 16:00,0,0,3
INC0001292,2 - Medium,2 - Medium,3 - Moderate,Category 9,2/3/2016 13:04,8/3/2016 15:00,0,0,9
INC0001293,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:05,24/3/2016 18:59,0,0,10
INC0001294,2 - Medium,2 - Medium,3 - Moderate,Category 20,2/3/2016 13:05,7/3/2016 14:00,0,0,1
INC0001295,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 13:06,7/3/2016 14:00,0,0,2
INC0001297,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:07,8/3/2016 06:00,0,0,3
INC0001298,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 13:12,7/3/2016 14:00,0,0,1
INC0001299,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 13:14,7/3/2016 15:00,0,0,5
INC0001301,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 13:18,24/3/2016 18:50,6,0,15
INC0001302,3 - Low,3 - Low,4 - Low,Category 53,2/3/2016 13:21,27/3/2016 15:59,0,0,11
INC0001303,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 13:24,24/3/2016 18:50,2,0,7
INC0001304,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 13:26,23/4/2016 10:07,1,0,19
INC0001306,2 - Medium,2 - Medium,3 - Moderate,Category 24,2/3/2016 13:36,24/3/2016 18:50,3,0,10
INC0001307,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:36,11/4/2016 13:59,0,0,13
INC0001308,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 13:38,7/3/2016 14:00,0,0,1
INC0001309,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:38,30/4/2016 09:07,0,0,19
INC0001310,3 - Low,3 - Low,4 - Low,Category 24,2/3/2016 13:38,7/3/2016 18:00,0,0,4
INC0001311,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:39,21/5/2016 08:07,0,0,26
INC0001312,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 13:40,30/4/2016 12:07,1,1,23
INC0001313,1 - High,1 - High,1 - Critical,Category 42,2/3/2016 13:41,27/3/2016 17:59,0,0,9
INC0001314,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:41,25/5/2016 11:07,0,0,28
INC0001315,3 - Low,3 - Low,4 - Low,Category 9,2/3/2016 13:44,7/3/2016 14:00,0,0,5
INC0001317,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 13:50,9/3/2016 18:00,1,0,4
INC0001318,2 - Medium,2 - Medium,3 - Moderate,Category 17,2/3/2016 13:50,7/3/2016 15:00,1,0,5
INC0001319,3 - Low,3 - Low,4 - Low,Category 46,2/3/2016 13:51,26/3/2016 16:59,7,0,19
INC0001320,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:51,24/3/2016 18:59,0,0,6
INC0001321,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:51,11/4/2016 13:59,0,0,13
INC0001322,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 13:52,9/3/2016 18:00,0,0,4
INC0001323,2 - Medium,2 - Medium,3 - Moderate,Category 40,2/3/2016 13:52,24/3/2016 18:59,1,0,8
INC0001325,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:53,30/4/2016 09:07,0,0,19
INC0001326,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 13:53,7/3/2016 15:00,0,0,4
INC0001327,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:54,1/5/2016 14:07,0,0,21
INC0001328,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:56,21/5/2016 12:07,2,0,31
INC0001329,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 13:59,17/5/2016 12:07,0,0,26
INC0001330,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 14:00,9/3/2016 17:00,1,0,6
INC0001331,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 14:00,9/3/2016 16:00,1,0,5
INC0001332,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:00,11/4/2016 13:59,0,0,13
INC0001333,2 - Medium,2 - Medium,3 - Moderate,Category 19,2/3/2016 14:01,8/3/2016 17:00,0,0,2
INC0001334,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:01,11/4/2016 11:59,0,0,13
INC0001335,2 - Medium,2 - Medium,3 - Moderate,Category 20,2/3/2016 14:01,7/3/2016 15:00,0,0,1
INC0001336,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 14:02,7/3/2016 18:00,1,0,7
INC0001337,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:04,21/5/2016 12:07,2,0,30
INC0001338,3 - Low,3 - Low,4 - Low,Category 24,2/3/2016 14:05,9/3/2016 11:00,0,0,6
INC0001339,2 - Medium,2 - Medium,3 - Moderate,Category 24,2/3/2016 14:05,24/3/2016 18:40,0,0,6
INC0001340,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:06,27/3/2016 09:59,0,0,8
INC0001341,3 - Low,3 - Low,4 - Low,Category 55,2/3/2016 14:06,24/3/2016 18:59,0,0,9
INC0001342,3 - Low,2 - Medium,4 - Low,Category 22,2/3/2016 14:07,8/3/2016 13:00,0,0,7
INC0001344,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 14:07,7/3/2016 15:00,0,0,1
INC0001347,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:09,9/3/2016 10:00,0,0,3
INC0001348,2 - Medium,2 - Medium,3 - Moderate,Category 24,2/3/2016 14:12,21/8/2016 10:00,5,0,67
INC0001349,3 - Low,2 - Medium,4 - Low,Category 45,2/3/2016 14:13,4/2/2017 19:00,2,0,129
INC0001350,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 14:14,24/3/2016 18:50,5,0,9
INC0001351,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 14:20,24/3/2016 18:40,2,0,10
INC0001352,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:22,28/3/2016 11:59,0,0,9
INC0001353,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 14:23,9/3/2016 13:00,1,0,4
INC0001356,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:25,24/3/2016 18:50,0,0,6
INC0001357,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:26,8/3/2016 11:00,0,0,2
INC0001358,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:26,24/3/2016 18:50,0,0,4
INC0001359,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 14:27,8/3/2016 16:00,1,0,3
INC0001360,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 14:28,7/3/2016 15:00,0,0,3
INC0001361,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:29,8/3/2016 11:00,0,0,2
INC0001362,2 - Medium,2 - Medium,3 - Moderate,Category 61,2/3/2016 14:29,8/3/2016 09:00,0,0,3
INC0001363,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:30,24/3/2016 18:50,0,0,5
INC0001364,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:32,24/3/2016 18:40,1,0,8
INC0001365,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:32,8/3/2016 11:00,0,0,2
INC0001366,3 - Low,3 - Low,4 - Low,Category 45,2/3/2016 14:32,11/5/2016 12:07,0,0,26
INC0001368,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:34,7/3/2016 17:00,0,0,3
INC0001369,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:34,24/3/2016 18:50,0,0,4
INC0001370,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:34,28/3/2016 11:59,0,0,9
INC0001373,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:37,9/3/2016 11:00,0,0,2
INC0001374,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:37,28/5/2016 10:07,1,0,32
INC0001375,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:39,24/3/2016 18:50,0,0,3
INC0001376,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:39,9/7/2016 09:00,0,0,43
INC0001377,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:41,24/3/2016 18:40,0,0,5
INC0001378,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 14:42,8/3/2016 16:00,0,0,2
INC0001380,2 - Medium,2 - Medium,3 - Moderate,Category 23,2/3/2016 14:44,9/4/2016 14:59,4,0,24
INC0001381,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:45,2/7/2016 17:00,0,0,44
INC0001382,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 14:45,7/3/2016 16:00,0,0,2
INC0001385,2 - Medium,2 - Medium,3 - Moderate,Category 44,2/3/2016 14:53,7/3/2016 17:00,0,0,2
INC0001386,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:54,17/4/2016 16:07,0,0,18
INC0001387,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 14:56,7/3/2016 16:00,0,0,2
INC0001389,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 14:56,24/3/2016 18:59,1,0,7
INC0001390,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 14:57,9/3/2016 16:00,1,0,4
INC0001391,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 14:58,7/3/2016 16:00,0,0,3
INC0001392,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 15:01,24/3/2016 18:40,2,0,12
INC0001393,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 15:01,23/5/2016 11:07,1,0,7
INC0001394,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:01,9/3/2016 11:00,0,0,3
INC0001395,3 - Low,3 - Low,4 - Low,Category 55,2/3/2016 15:03,24/3/2016 18:40,0,0,8
INC0001396,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:04,9/3/2016 11:00,0,0,2
INC0001397,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 15:05,24/3/2016 18:59,0,0,10
INC0001399,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:07,24/3/2016 18:40,1,0,5
INC0001400,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 15:08,24/3/2016 18:50,4,0,18
INC0001401,2 - Medium,2 - Medium,3 - Moderate,Category 46,2/3/2016 15:08,14/11/2016 16:00,2,0,91
INC0001402,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:09,9/3/2016 11:00,0,0,2
INC0001404,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:10,24/3/2016 18:40,3,0,9
INC0001405,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 15:11,8/3/2016 17:00,0,0,7
INC0001406,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:11,3/4/2016 17:59,2,0,12
INC0001407,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:11,9/3/2016 17:00,0,0,2
INC0001408,1 - High,1 - High,1 - Critical,Category 37,2/3/2016 15:13,9/3/2016 17:00,0,0,5
INC0001409,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:14,9/3/2016 11:00,0,0,3
INC0001410,3 - Low,3 - Low,4 - Low,Category 55,2/3/2016 15:14,7/3/2016 16:00,0,0,3
INC0001412,2 - Medium,2 - Medium,3 - Moderate,Category 55,2/3/2016 15:16,8/3/2016 12:00,1,0,4
INC0001413,2 - Medium,2 - Medium,3 - Moderate,Category 37,2/3/2016 15:18,8/3/2016 10:00,0,0,2
INC0001415,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:19,24/3/2016 18:50,0,0,6
INC0001417,2 - Medium,2 - Medium,3 - Moderate,Category 23,2/3/2016 15:19,7/3/2016 23:00,0,0,2
INC0001418,2 - Medium,3 - Low,4 - Low,Category 37,2/3/2016 15:21,9/3/2016 17:00,0,0,9
INC0001419,3 - Low,3 - Low,4 - Low,Category 55,2/3/2016 15:21,8/10/2016 11:00,2,0,75
INC0001422,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:25,24/3/2016 18:40,1,0,6
INC0001426,2 - Medium,2 - Medium,3 - Moderate,Category 19,2/3/2016 15:27,7/3/2016 17:00,0,0,5
INC0001427,2 - Medium,2 - Medium,3 - Moderate,Category 23,2/3/2016 15:28,9/3/2016 18:00,0,0,8
INC0001428,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:29,29/5/2016 14:07,0,0,31
INC0001429,3 - Low,3 - Low,4 - Low,Category 26,2/3/2016 15:29,7/3/2016 18:00,0,0,5
INC0001430,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 15:31,7/3/2016 17:00,0,0,5
INC0001431,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 15:32,27/3/2016 09:59,0,0,11
INC0001433,3 - Low,3 - Low,4 - Low,Category 42,2/3/2016 15:32,29/3/2016 11:59,0,0,10
INC0001434,2 - Medium,2 - Medium,3 - Moderate,Category 37,2/3/2016 15:33,9/3/2016 20:00,2,0,5
INC0001436,2 - Medium,2 - Medium,3 - Moderate,Category 20,2/3/2016 15:35,8/3/2016 12:00,0,0,3
INC0001438,1 - High,1 - High,1 - Critical,Category 37,2/3/2016 15:37,24/3/2016 18:59,0,0,13
INC0001442,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 15:40,29/3/2016 13:59,3,0,10
INC0001445,2 - Medium,2 - Medium,3 - Moderate,Category 37,2/3/2016 15:45,13/3/2016 12:00,2,0,9
INC0001446,3 - Low,2 - Medium,4 - Low,Category 53,2/3/2016 15:45,24/3/2016 18:59,2,0,11
INC0001448,1 - High,1 - High,1 - Critical,Category 51,2/3/2016 15:46,8/3/2016 16:00,1,0,8
INC0001449,2 - Medium,2 - Medium,3 - Moderate,Category 24,2/3/2016 15:47,8/3/2016 09:00,0,0,2
INC0001451,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 15:51,24/3/2016 18:59,6,0,28
INC0001452,2 - Medium,2 - Medium,3 - Moderate,Category 44,2/3/2016 15:52,27/3/2016 09:59,2,0,8
INC0001453,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 15:56,16/4/2016 15:07,0,0,17
INC0001456,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 15:59,24/3/2016 18:40,0,0,6
INC0001457,2 - Medium,2 - Medium,3 - Moderate,Category 40,2/3/2016 15:59,10/3/2016 16:27,7,0,17
INC0001459,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 16:00,7/3/2016 18:00,0,0,2
INC0001460,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 16:00,24/3/2016 18:40,0,0,7
INC0001462,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:02,24/3/2016 18:59,1,0,8
INC0001464,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:03,9/3/2016 16:00,0,0,3
INC0001465,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 16:03,24/3/2016 18:59,0,0,9
INC0001468,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:08,24/3/2016 18:40,0,0,3
INC0001471,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 16:10,24/3/2016 18:40,4,1,35
INC0001472,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 16:10,24/3/2016 18:59,6,0,15
INC0001473,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:11,23/5/2016 11:07,0,0,27
INC0001474,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 16:14,9/3/2016 11:00,1,0,6
INC0001475,2 - Medium,2 - Medium,3 - Moderate,Category 23,2/3/2016 16:14,9/3/2016 14:00,2,0,6
INC0001476,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 16:14,24/3/2016 18:40,4,0,10
INC0001477,2 - Medium,2 - Medium,3 - Moderate,Category 9,2/3/2016 16:15,8/3/2016 17:00,0,0,8
INC0001478,2 - Medium,2 - Medium,3 - Moderate,Category 32,2/3/2016 16:16,24/3/2016 18:50,0,0,9
INC0001479,2 - Medium,1 - High,2 - High,Category 55,2/3/2016 16:20,24/3/2016 18:59,4,0,13
INC0001480,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 16:22,27/3/2016 23:59,3,0,19
INC0001481,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 16:24,24/3/2016 18:40,2,0,6
INC0001482,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:26,16/5/2016 16:07,0,0,30
INC0001483,2 - Medium,2 - Medium,3 - Moderate,Category 35,2/3/2016 16:27,24/3/2016 18:59,10,0,18
INC0001484,3 - Low,3 - Low,4 - Low,Category 9,2/3/2016 16:27,8/3/2016 15:00,0,0,5
INC0001486,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 16:30,24/3/2016 18:59,5,0,14
INC0001487,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 16:31,7/3/2016 17:00,0,0,3
INC0001488,2 - Medium,2 - Medium,3 - Moderate,Category 23,2/3/2016 16:31,8/3/2016 09:00,0,0,4
INC0001490,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:32,8/3/2016 13:00,0,0,2
INC0001491,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:33,11/4/2016 10:59,0,0,13
INC0001492,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 16:36,9/3/2016 23:00,0,0,4
INC0001493,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 16:36,8/3/2016 10:00,2,0,5
INC0001494,2 - Medium,2 - Medium,3 - Moderate,Category 53,2/3/2016 16:36,27/3/2016 14:59,2,0,10
INC0001495,2 - Medium,2 - Medium,3 - Moderate,?,2/3/2016 16:38,7/3/2016 18:00,0,0,3
INC0001496,2 - Medium,3 - Low,4 - Low,Category 42,2/3/2016 16:40,24/3/2016 18:59,0,0,15
INC0001498,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:41,9/4/2016 16:59,0,0,13
INC0001500,2 - Medium,2 - Medium,3 - Moderate,Category 24,2/3/2016 16:43,8/3/2016 13:00,0,0,3
INC0001501,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:44,17/5/2016 08:07,0,0,25
INC0001502,2 - Medium,2 - Medium,3 - Moderate,Category 42,2/3/2016 16:45,8/3/2016 11:00,0,0,4
INC0001505,2 - Medium,2 - Medium,3 - Moderate,Category 24,2/3/2016 16:45,7/3/2016 18:00,0,0,3
INC0001508,2 - Medium,2 - Medium,3 - Moderate,Category 46,2/3/2016 16:48,24/5/2016 11:07,4,0,34
INC0001510,2 - Medium,2 - Medium,3 - Moderate,Category 9,2/3/2016 16:49,9/3/2016 18:00,2,0,6
INC0001512,3 - Low,2 - Medium,4 - Low,Category 42,2/3/2016 16:51,7/3/2016 18:00,0,0,3
INC0001514,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 16:52,24/3/2016 18:40,0,0,4
INC0001515,2 - Medium,1 - High,2 - High,Category 8,2/3/2016 16:53,8/3/2016 12:00,0,0,3
INC0001516,2 - Medium,2 - Medium,3 - Moderate,Category 45,2/3/2016 16:53,24/3/2016 18:50,0,0,5
INC0001517,2 - Medium,2 - Medium,3 - Moderate,Category 34,2/3/2016 16:55,24/3/2016 18:40,5,0,13
INC0001518,2 - Medium,2 - Medium,3 - Moderate,Category 26,2/3/2016 16:55,24/3/2016 18:50,5,0,11
